description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
fortify T3 map-- map + fort	1			100					2	"t3me"	"fort,qty=1"						useitem			100	map-glob-skirmish-mode	100		50	50																																																																															0
test map drop increase jewelry -- map + perfect topas (gpys)	0			100					2	"map"	"gpys,qty=1"						useitem			100	map-mon-dropjewelry	100		20	20																																																																															0
test map drop increase weapons -- map + perfect ruby (gprs)	0			100					2	"map"	"gprs,qty=1"						useitem			100	map-mon-dropweapons	100		20	20																																																																															0
test map drop increase armor -- map + perfect sapphire (gpbs)	0			100					2	"map"	"gpbs,qty=1"						useitem			100	map-mon-droparmor	100		20	20																																																																															0
test map drop increase charms -- map + perfect emerald (gpgs)	0			100					2	"map"	"gpgs,qty=1"						useitem			100	map-mon-dropcharms	100		20	20																																																																															0
BLOCK 3 perfect gems + 1 magic map -> CREATES DUPLICATES due to stackable maps	1			2	30				2	"map"	"ggm4,qty=3"						"usetype,mag"			100																																																																																				0
BLOCK 6 perfect skulls + 1 rare map -> CREATES DUPLICATES due to stackable maps	1			2	30				2	"map"	"gg4z,qty=6"						"usetype,rar"		40	40																																																																																				0
BLOCK All recipes with pvp charms	1			2	30				2	"chap"	"ggm4,qty=3"						"usetype,mag"			100																																																																																				0
3 perfect gems + 1 magic item -> magic item	1			2	18	361	0		2	"any,mag"	"ggm4,qty=3"						"usetype,mag"			100																																																																																				0
BLOCK 6 perfect skulls + 1 rare t4m -> 1 low level rare item	1			2	30				2	"t4me"	"gg4z,qty=6"						"usetype,rar"		40	40																																																																																				0
3 perfect skulls + 1 rare item -> 1 low level rare item	1			2	18	361	0		2	"any,rar"	"gg4z,qty=3"						"usetype,rar"		40	40																																																																																				0
1 perfect skull + 1 rare item + soj -> 1 high level rare item	1			0	18	361	0		3	"any,rar"	"gg4z,qty=1"	The Stone of Jordan					"usetype,rar"		66	66																																																																																				0
3 perfect skull + 1 rare item + stone of jordan-> add 1 socket to rare	1			0	18	361	0		3	"any,rar,nos"	"gg4z,qty=3"	The Stone of Jordan					"useitem,sock=1"																																																																																							0
Larzuks Malus + weap = 1 socket	1			100					2	"weap,nos"	"lmal,qty=1"						useitem			100	sock			1	1																																																																															0
Larzuks Malus + helm = 1 socket	1			100					2	"helm,nos"	"lmal,qty=1"						useitem			100	sock			1	1																																																																															0
Larzuks Malus + shield = 1 socket	1			100					2	"shld,nos"	"lmal,qty=1"						useitem			100	sock			1	1																																																																															0
Larzuks Malus + chest = 1 socket	1			100					2	"tors,nos"	"lmal,qty=1"						useitem			100	sock			1	1																																																																															0
T4 Corruptions																																																																																																								0
map-mon-deadlystrike	1	1		100	16	361	100		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		78	78	corruptnum	100		1001	1001	map-mon-deadlystrike	100		15	20	map-glob-density	100		50	60	map-play-addxp	100		8	10																																																											0
map-mon-nofreeze-hp%	1	1		100	16	361	200		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		79	79	corruptnum	100		1001	1001	map-mon-nofreeze-hp%	100		25	35	map-glob-density	100		50	60	map-play-addxp	100		10	12																																																											0
map-play-swing-cast	1	1		100	16	361	300		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		80	80	corruptnum	100		1001	1001	map-play-swing-cast	100		-35	-25	map-glob-density	100		50	60	map-glob-monsterrarity	100		20	25																																																											0
map-play-damageresist	1	1		100	16	361	400		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		81	81	corruptnum	100		1001	1001	map-play-damageresist	100		-20	-15	map-glob-density	100		50	60	map-glob-monsterrarity	100		20	25																																																											0
map-play-speed-all	1	1		100	16	361	500		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		82	82	corruptnum	100		1001	1001	map-play-speed-all	100		40	50	map-glob-monsterrarity	100		20	25																																																																0
map-play-mag-gold	1	1		100	16	361	600		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		83	83	corruptnum	100		1001	1001	map-play-mag-gold%	100		100	100	map-glob-monsterrarity	100		20	25																																																																0
map-glob-density	1	1		100	16	361	700		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		84	84	corruptnum	100		1001	1001	map-glob-density	100		100	120																																																																					0
map-glob-arealevel	1	1		100	16	361	800		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		85	85	corruptnum	100		1001	1001	map-glob-arealevel	100		1	1	map-glob-density	100		25	30																																																																0
map-glob-monsterrarity	1	1		100	16	361	900		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		86	86	corruptnum	100		1001	1001	map-glob-monsterrarity	100		50	60																																																																					0
map-play-res-all-max	1	1		100	16	361	1000		2	t4me	"wss,qty=1"						useitem			100	corrupt	100		87	87	corruptnum	100		1001	1001	map-play-res-all-max	100		-5	-4	map-glob-density	100		50	60	map-glob-monsterrarity	100		20	25																																																											0
T1 map + iwss -> forced map event map	1			2	30				2	"t1me,nor"	"iwss,qty=1"						useitem			100																																																																																				0
T2 map + iwss -> forced map event map	1			2	30				2	"t2me,nor"	"iwss,qty=1"						useitem			100																																																																																				0
T3 map + iwss -> forced map event map	1			2	30				2	"t3me,nor"	"iwss,qty=1"						useitem			100																																																																																				0
T1 map + iwss -> forced map event map	1			100					2	"t1me"	"iwss,qty=1"						useitem			100	map-force-event	100		63	63																																																																															0
T2 map + iwss -> forced map event map	1			100					2	"t2me"	"iwss,qty=1"						useitem			100	map-force-event	100		63	63																																																																															0
T3 map + iwss -> forced map event map	1			100					2	"t3me"	"iwss,qty=1"						useitem			100	map-force-event	100		63	63																																																																															0
Torch -> Torch Fragments x7	1			100					2	"key,qty=1"	"Hellfire Torch,qty=7"						useitem			100																										"cm2f,qty=7"			100																																																							0
Torch -> Torch Fragments x6	1			100					2	"key,qty=1"	"Hellfire Torch,qty=6"						useitem			100																										"cm2f,qty=6"			100																																																							0
Torch -> Torch Fragments x5	1			100					2	"key,qty=1"	"Hellfire Torch,qty=5"						useitem			100																										"cm2f,qty=5"			100																																																							0
Torch -> Torch Fragments x4	1			100					2	"key,qty=1"	"Hellfire Torch,qty=4"						useitem			100																										"cm2f,qty=4"			100																																																							0
Torch -> Torch Fragments x3	1			100					2	"key,qty=1"	"Hellfire Torch,qty=3"						useitem			100																										"cm2f,qty=3"			100																																																							0
Torch -> Torch Fragments x2	1			100					2	"key,qty=1"	"Hellfire Torch,qty=2"						useitem			100																										"cm2f,qty=2"			100																																																							0
Torch -> Torch Fragments	1			100					2	"key,qty=1"	"Hellfire Torch"						useitem			100																										cm2f			100																																																							0
rathma ingredients stackable	1			100					3	"rtmv,qty=1"	"cm2f,qty=1"	"rtmo,qty=1"					rtma																																																																																							0
imbued t1 map upgrade mag to rare	1	4		100	18	361	0		2	"t1me,mag"	"urma,qty=1"						"usetype,rar"			100																																																																																				0
imbued t1 map reroll rare	1	4		100	18	361	0		2	"t1me,rar"	"rrra,qty=1"						"usetype,rar"			100																																																																																				0
imbued t1 map imbue magic	1	4		100	18	361	0		2	"t1me,nor,qty=1"	"irma,qty=1"						"usetype,mag"			100																																																																																				0
imbued t1 map imbue rare	1	4		100	18	361	0		2	"t1me,nor,qty=1"	"irra,qty=1"						"usetype,rar"			100																																																																																				0
imbued t2 map upgrade mag to rare	1	4		100	18	361	0		2	"t2me,mag"	"urma,qty=1"						"usetype,rar"			100																																																																																				0
imbued t2 map reroll rare	1	4		100	18	361	0		2	"t2me,rar"	"rrra,qty=1"						"usetype,rar"			100																																																																																				0
imbued t2 map imbue magic	1	4		100	18	361	0		2	"t2me,nor,qty=1"	"irma,qty=1"						"usetype,mag"			100																																																																																				0
imbued t2 map imbue rare	1	4		100	18	361	0		2	"t2me,nor,qty=1"	"irra,qty=1"						"usetype,rar"			100																																																																																				0
imbued t3 map upgrade mag to rare	1	4		100	18	361	0		2	"t3me,mag"	"urma,qty=1"						"usetype,rar"			100																																																																																				0
imbued t3 map reroll rare	1	4		100	18	361	0		2	"t3me,rar"	"rrra,qty=1"						"usetype,rar"			100																																																																																				0
imbued t3 map imbue magic	1	4		100	18	361	0		2	"t3me,nor,qty=1"	"irma,qty=1"						"usetype,mag"			100																																																																																				0
imbued t3 map imbue rare	1	4		100	18	361	0		2	"t3me,nor,qty=1"	"irra,qty=1"						"usetype,rar"			100																																																																																				0
imbue upgrade mag to rare x50	1	4		100	18	361	0		3	"upma,qty=50"	"runs,qty=50"	"ggm4,qty=50"					"urma,qty=50"			100																																																																																				0
imbue upgrade mag to rare x40	1	4		100	18	361	0		3	"upma,qty=40"	"runs,qty=40"	"ggm4,qty=40"					"urma,qty=40"			100																																																																																				0
imbue upgrade mag to rare x30	1	4		100	18	361	0		3	"upma,qty=30"	"runs,qty=30"	"ggm4,qty=30"					"urma,qty=30"			100																																																																																				0
imbue upgrade mag to rare x20	1	4		100	18	361	0		3	"upma,qty=20"	"runs,qty=20"	"ggm4,qty=20"					"urma,qty=20"			100																																																																																				0
imbue upgrade mag to rare x10	1	4		100	18	361	0		3	"upma,qty=10"	"runs,qty=10"	"ggm4,qty=10"					"urma,qty=10"			100																																																																																				0
imbue upgrade mag to rare x9	1	4		100	18	361	0		3	"upma,qty=9"	"runs,qty=9"	"ggm4,qty=9"					"urma,qty=9"			100																																																																																				0
imbue upgrade mag to rare x8	1	4		100	18	361	0		3	"upma,qty=8"	"runs,qty=8"	"ggm4,qty=8"					"urma,qty=8"			100																																																																																				0
imbue upgrade mag to rare x7	1	4		100	18	361	0		3	"upma,qty=7"	"runs,qty=7"	"ggm4,qty=7"					"urma,qty=7"			100																																																																																				0
imbue upgrade mag to rare x6	1	4		100	18	361	0		3	"upma,qty=6"	"runs,qty=6"	"ggm4,qty=6"					"urma,qty=6"			100																																																																																				0
imbue upgrade mag to rare x5	1	4		100	18	361	0		3	"upma,qty=5"	"runs,qty=5"	"ggm4,qty=5"					"urma,qty=5"			100																																																																																				0
imbue upgrade mag to rare x4	1	4		100	18	361	0		3	"upma,qty=4"	"runs,qty=4"	"ggm4,qty=4"					"urma,qty=4"			100																																																																																				0
imbue upgrade mag to rare x3	1	4		100	18	361	0		3	"upma,qty=3"	"runs,qty=3"	"ggm4,qty=3"					"urma,qty=3"			100																																																																																				0
imbue upgrade mag to rare x2	1	4		100	18	361	0		3	"upma,qty=2"	"runs,qty=2"	"ggm4,qty=2"					"urma,qty=2"			100																																																																																				0
imbue upgrade mag to rare x1	1	4		100	18	361	0		3	"upma,qty=1"	"runs,qty=1"	"ggm4,qty=1"					"urma,qty=1"			100																																																																																				0
imbue reroll rare x50	1	4		100	18	361	0		3	"rera,qty=50"	"runs,qty=50"	"ggm4,qty=50"					"rrra,qty=50"			100																																																																																				0
imbue reroll rare x40	1	4		100	18	361	0		3	"rera,qty=40"	"runs,qty=40"	"ggm4,qty=40"					"rrra,qty=40"			100																																																																																				0
imbue reroll rare x30	1	4		100	18	361	0		3	"rera,qty=30"	"runs,qty=30"	"ggm4,qty=30"					"rrra,qty=30"			100																																																																																				0
imbue reroll rare x20	1	4		100	18	361	0		3	"rera,qty=20"	"runs,qty=20"	"ggm4,qty=20"					"rrra,qty=20"			100																																																																																				0
imbue reroll rare x10	1	4		100	18	361	0		3	"rera,qty=10"	"runs,qty=10"	"ggm4,qty=10"					"rrra,qty=10"			100																																																																																				0
imbue reroll rare x9	1	4		100	18	361	0		3	"rera,qty=9"	"runs,qty=9"	"ggm4,qty=9"					"rrra,qty=9"			100																																																																																				0
imbue reroll rare x8	1	4		100	18	361	0		3	"rera,qty=8"	"runs,qty=8"	"ggm4,qty=8"					"rrra,qty=8"			100																																																																																				0
imbue reroll rare x7	1	4		100	18	361	0		3	"rera,qty=7"	"runs,qty=7"	"ggm4,qty=7"					"rrra,qty=7"			100																																																																																				0
imbue reroll rare x6	1	4		100	18	361	0		3	"rera,qty=6"	"runs,qty=6"	"ggm4,qty=6"					"rrra,qty=6"			100																																																																																				0
imbue reroll rare x5	1	4		100	18	361	0		3	"rera,qty=5"	"runs,qty=5"	"ggm4,qty=5"					"rrra,qty=5"			100																																																																																				0
imbue reroll rare x4	1	4		100	18	361	0		3	"rera,qty=4"	"runs,qty=4"	"ggm4,qty=4"					"rrra,qty=4"			100																																																																																				0
imbue reroll rare x3	1	4		100	18	361	0		3	"rera,qty=3"	"runs,qty=3"	"ggm4,qty=3"					"rrra,qty=3"			100																																																																																				0
imbue reroll rare x2	1	4		100	18	361	0		3	"rera,qty=2"	"runs,qty=2"	"ggm4,qty=2"					"rrra,qty=2"			100																																																																																				0
imbue reroll rare x1	1	4		100	18	361	0		3	"rera,qty=1"	"runs,qty=1"	"ggm4,qty=1"					"rrra,qty=1"			100																																																																																				0
imbue imbue magic x50	1	4		100	18	361	0		2	"imma,qty=50"	"jewg,qty=50"						"irma,qty=50"			100																																																																																				0
imbue imbue magic x40	1	4		100	18	361	0		2	"imma,qty=40"	"jewg,qty=40"						"irma,qty=40"			100																																																																																				0
imbue imbue magic x30	1	4		100	18	361	0		2	"imma,qty=30"	"jewg,qty=30"						"irma,qty=30"			100																																																																																				0
imbue imbue magic x20	1	4		100	18	361	0		2	"imma,qty=20"	"jewg,qty=20"						"irma,qty=20"			100																																																																																				0
imbue imbue magic x10	1	4		100	18	361	0		2	"imma,qty=10"	"jewg,qty=10"						"irma,qty=10"			100																																																																																				0
imbue imbue magic x9	1	4		100	18	361	0		2	"imma,qty=9"	"jewg,qty=9"						"irma,qty=9"			100																																																																																				0
imbue imbue magic x8	1	4		100	18	361	0		2	"imma,qty=8"	"jewg,qty=8"						"irma,qty=8"			100																																																																																				0
imbue imbue magic x7	1	4		100	18	361	0		2	"imma,qty=7"	"jewg,qty=7"						"irma,qty=7"			100																																																																																				0
imbue imbue magic x6	1	4		100	18	361	0		2	"imma,qty=6"	"jewg,qty=6"						"irma,qty=6"			100																																																																																				0
imbue imbue magic x5	1	4		100	18	361	0		2	"imma,qty=5"	"jewg,qty=5"						"irma,qty=5"			100																																																																																				0
imbue imbue magic x4	1	4		100	18	361	0		2	"imma,qty=4"	"jewg,qty=4"						"irma,qty=4"			100																																																																																				0
imbue imbue magic x3	1	4		100	18	361	0		2	"imma,qty=3"	"jewg,qty=3"						"irma,qty=3"			100																																																																																				0
imbue imbue magic x2	1	4		100	18	361	0		2	"imma,qty=2"	"jewg,qty=2"						"irma,qty=2"			100																																																																																				0
imbue imbue magic x1	1	4		100	18	361	0		2	"imma,qty=1"	"jewg,qty=1"						"irma,qty=1"			100																																																																																				0
imbue imbue rare x50	1	4		100	18	361	0		3	"imra,qty=50"	"jewg,qty=50"	"runs,qty=50"					"irra,qty=50"			100																																																																																				0
imbue imbue rare x40	1	4		100	18	361	0		3	"imra,qty=40"	"jewg,qty=40"	"runs,qty=40"					"irra,qty=40"			100																																																																																				0
imbue imbue rare x30	1	4		100	18	361	0		3	"imra,qty=30"	"jewg,qty=30"	"runs,qty=30"					"irra,qty=30"			100																																																																																				0
imbue imbue rare x20	1	4		100	18	361	0		3	"imra,qty=20"	"jewg,qty=20"	"runs,qty=20"					"irra,qty=20"			100																																																																																				0
imbue imbue rare x10	1	4		100	18	361	0		3	"imra,qty=10"	"jewg,qty=10"	"runs,qty=10"					"irra,qty=10"			100																																																																																				0
imbue imbue rare x9	1	4		100	18	361	0		3	"imra,qty=9"	"jewg,qty=9"	"runs,qty=9"					"irra,qty=9"			100																																																																																				0
imbue imbue rare x8	1	4		100	18	361	0		3	"imra,qty=8"	"jewg,qty=8"	"runs,qty=8"					"irra,qty=8"			100																																																																																				0
imbue imbue rare x7	1	4		100	18	361	0		3	"imra,qty=7"	"jewg,qty=7"	"runs,qty=7"					"irra,qty=7"			100																																																																																				0
imbue imbue rare x6	1	4		100	18	361	0		3	"imra,qty=6"	"jewg,qty=6"	"runs,qty=6"					"irra,qty=6"			100																																																																																				0
imbue imbue rare x5	1	4		100	18	361	0		3	"imra,qty=5"	"jewg,qty=5"	"runs,qty=5"					"irra,qty=5"			100																																																																																				0
imbue imbue rare x4	1	4		100	18	361	0		3	"imra,qty=4"	"jewg,qty=4"	"runs,qty=4"					"irra,qty=4"			100																																																																																				0
imbue imbue rare x3	1	4		100	18	361	0		3	"imra,qty=3"	"jewg,qty=3"	"runs,qty=3"					"irra,qty=3"			100																																																																																				0
imbue imbue rare x2	1	4		100	18	361	0		3	"imra,qty=2"	"jewg,qty=2"	"runs,qty=2"					"irra,qty=2"			100																																																																																				0
imbue imbue rare x1	1	4		100	18	361	0		3	"imra,qty=1"	"jewg,qty=1"	"runs,qty=1"					"irra,qty=1"			100																																																																																				0
t3 map normal upgrade tier 3 to dungeon	1	4		0					2	"t3me,nor,qty=1"	"scrb,qty=1"						"t4me,rar"			100	map-mon-velocity%	100		20	30	map-mon-att-pierce	100		80	100	map-mon-splash	100	358	100	1	map-mon-nofreeze-hp%	100		10	20	map-play-addxp	100		40	50																																																											0
t3 map magic upgrade tier 3 to dungeon	1	4		0					2	"t3me,mag"	"scrb,qty=1"						"t4me,rar"			100	map-mon-velocity%	100		20	30	map-mon-att-pierce	100		80	100	map-mon-splash	100	358	100	1	map-mon-nofreeze-hp%	100		10	20	map-play-addxp	100		40	50																																																											0
t3 map rare upgrade tier 3 to dungeon	1	4		0					2	"t3me,rar"	"scrb,qty=1"						"t4me,rar"			100	map-mon-velocity%	100		20	30	map-mon-att-pierce	100		80	100	map-mon-splash	100	358	100	1	map-mon-nofreeze-hp%	100		10	20	map-play-addxp	100		40	50																																																											0
1 ring + 1 perfect ruby + 1 s fire tpotions -> garnet ring	1			0					3	"rin,mag"	"gg4r,qty=1"	tpfs					"rin,mag,pre=372"	30																																																																																						0
1 ring + 1 perfect sapphire + 1 s cold tpotions-> cobalt ring	1			0					3	"rin,mag"	"gg4s,qty=1"	tpcs					"rin,mag,pre=353"	30																																																																																						0
1 ring + 1 perfect topaz + 1 s lightning tpotions -> coral ring	1			0					3	"rin,mag"	"gg4t,qty=1"	tpls					"rin,mag,pre=392"	30																																																																																						0
1 ring + 1 perfect emerald + 1 s gas tpotions -> jade ring	1			0					3	"rin,mag"	"gg4e,qty=1"	tpgs					"rin,mag,pre=412"	30																																																																																						0
1 ring + 1 perfect ruby + 1 m fire tpotions -> garnet ring	1			0					3	"rin,mag"	"gg4r,qty=1"	tpfm					"rin,mag,pre=372"	30																																																																																						0
1 ring + 1 perfect sapphire + 1 m cold tpotions-> cobalt ring	1			0					3	"rin,mag"	"gg4s,qty=1"	tpcm					"rin,mag,pre=353"	30																																																																																						0
1 ring + 1 perfect topaz + 1 m lightning tpotions -> coral ring	1			0					3	"rin,mag"	"gg4t,qty=1"	tplm					"rin,mag,pre=392"	30																																																																																						0
1 ring + 1 perfect emerald + 1 m gas tpotions -> jade ring	1			0					3	"rin,mag"	"gg4e,qty=1"	tpgm					"rin,mag,pre=412"	30																																																																																						0
1 ring + 1 perfect ruby + 1 l fire tpotions -> garnet ring	1			0					3	"rin,mag"	"gg4r,qty=1"	tpfl					"rin,mag,pre=372"	30																																																																																						0
1 ring + 1 perfect sapphire + 1 l cold tpotions-> cobalt ring	1			0					3	"rin,mag"	"gg4s,qty=1"	tpcl					"rin,mag,pre=353"	30																																																																																						0
1 ring + 1 perfect topaz + 1 l lightning tpotions -> coral ring	1			0					3	"rin,mag"	"gg4t,qty=1"	tpll					"rin,mag,pre=392"	30																																																																																						0
1 ring + 1 perfect emerald + 1 l gas tpotions -> jade ring	1			0					3	"rin,mag"	"gg4e,qty=1"	tpgl					"rin,mag,pre=412"	30																																																																																						0
2 arrows -> bolts	1			0					1	"aqv,nor,qty=2"							"cqv,nor"																																																																																							0
2 bolts -> arrows	1			0					1	"cqv,nor,qty=2"							"aqv,nor"																																																																																							0
dcma difficulty 0 -> 1	1			0	18	185	0		1	dcma							useitem				uber-difficulty	100		1	1																																																																															0
dcma difficulty 1 -> 2	1			0	18	185	1		1	dcma							useitem				uber-difficulty	100		1	1																																																																															0
dcma difficulty 2 -> 0	1			0	18	185	2		1	dcma							useitem				uber-difficulty	100		-2	-2																																																																															0
rtma difficulty 0 -> 1	1			0	18	185	0		1	rtma							useitem				uber-difficulty	100		1	1																																																																															0
rtma difficulty 1 -> 2	1			0	18	185	1		1	rtma							useitem				uber-difficulty	100		1	1																																																																															0
rtma difficulty 2 -> 0	1			0	18	185	2		1	rtma							useitem				uber-difficulty	100		-2	-2																																																																															0
magic full helm + jewel + rune 02 + perfect diamond -> brilliant helm	1			200					4	"helm,mag,noe"	"jewg,qty=1"	"r02g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
magic full helm + jewel + rune 02 + perfect diamond -> brilliant helm	1			200					4	"helm,mag,eth"	"jewg,qty=1"	"r02g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic chain boots + jewel + rune 18 + perfect diamond -> brilliant boots	1			100					4	"boot,mag,noe"	"jewg,qty=1"	"r18g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150																																																																					0
magic chain boots + jewel + rune 18 + perfect diamond -> brilliant boots	1			100					4	"boot,mag,eth"	"jewg,qty=1"	"r18g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150	ethereal	100		1	1																																																																0
magic chain gloves + jewel + rune 13 + perfect diamond -> brilliant gloves	1			100					4	"glov,mag,noe"	"jewg,qty=1"	"r13g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50																																																																					0
magic chain gloves + jewel + rune 13 + perfect diamond -> brilliant gloves	1			100					4	"glov,mag,eth"	"jewg,qty=1"	"r13g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
magic heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	"belt,mag,noe"	"jewg,qty=1"	"r16g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
magic heavy belt + jewel + rune 16 + perfect diamond -> brilliant belt	1			100					4	"belt,mag,eth"	"jewg,qty=1"	"r16g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	"shld,mag,noe"	"jewg,qty=1"	"r09g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
magic gothic shield + jewel + rune 09 + perfect diamond  -> brilliant shield	1			100					4	"shld,mag,eth"	"jewg,qty=1"	"r09g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
magic field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	"tors,mag,noe"	"jewg,qty=1"	"r01g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50																																																																					0
magic field plate + jewel + rune 01 + perfect diamond -> brilliant body	1			100					4	"tors,mag,eth"	"jewg,qty=1"	"r01g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	block			10	20	res-all			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic amulet + jewel + rune 07 + perfect diamond -> brilliant amulet	1			100					4	"amul,mag"	"jewg,qty=1"	"r07g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	all-stats			4	8	res-all			5	10	ac-miss			100	150																																																																					0
magic ring + jewel + rune 15 + perfect diamond -> brilliant ring	1			100					4	"ring,mag"	"jewg,qty=1"	"r15g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	half-freeze			1	1	res-all			3	5	ac-miss			50	100																																																																					0
magic blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	"weap,mag,noe"	"jewg,qty=1"	"r12g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100																																																																					0
magic blunt + jewel + rune 17 + perfect diamond -> brilliant weapon	1			100					4	"weap,mag,eth"	"jewg,qty=1"	"r12g,qty=1"	"gg4d,qty=1"				"usetype,crf"		50	50	dmg%			20	40	swing2			20	20	att			50	100	ethereal	100		1	1																																																																0
magic full helm + brilliant craft ingredient -> brilliant helm	1			200					2	"helm,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
magic full helm + brilliant craft ingredient -> brilliant helm	1			200					2	"helm,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	"boot,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150																																																																					0
magic chain boots + brilliant craft ingredient -> brilliant boots	1			100					2	"boot,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	move2			5	10	ac-miss			100	150	ethereal	100		1	1																																																																0
magic chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	"glov,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50																																																																					0
magic chain gloves + brilliant craft ingredient -> brilliant gloves	1			100					2	"glov,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	swing2			5	10	att%			10	20	ac%			25	50	ethereal	100		1	1																																																																0
magic heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	"belt,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50																																																																					0
magic heavy belt + brilliant craft ingredient -> brilliant belt	1			100					2	"belt,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	swing2			5	10	ac%			25	50	ethereal	100		1	1																																																																0
magic gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	"shld,mag,noe"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20																																																																					0
magic gothic shield + brilliant craft ingredient -> brilliant shield	1			100					2	"shld,mag,eth"	"crfp,qty=1"						"usetype,crf"		50	50	half-freeze			1	1	res-all			5	10	block			10	20	ethereal	100		1	1																																																																0
